tile45	0.000464	0.000464	0.001856	0.0030559999999999997
tile46	0.000464	0.000464	0.00232	0.0030559999999999997
tile47	0.000464	0.000464	0.002784	0.0030559999999999997
tile48	0.000464	0.000464	0.003248	0.0030559999999999997
tile49	0.000464	0.000464	0.003712	0.0030559999999999997
tile50	0.000464	0.000464	0.004176	0.0030559999999999997
tsv5	0.00464	0.0003	0.0	0.0035199999999999997
tile51	0.000464	0.000464	0.0	0.0038199999999999996
tile52	0.000464	0.000464	0.000464	0.0038199999999999996
tile53	0.000464	0.000464	0.000928	0.0038199999999999996
tile54	0.000464	0.000464	0.001392	0.0038199999999999996
tile55	0.000464	0.000464	0.001856	0.0038199999999999996
tile56	0.000464	0.000464	0.00232	0.0038199999999999996
tile57	0.000464	0.000464	0.002784	0.0038199999999999996
tile58	0.000464	0.000464	0.003248	0.0038199999999999996
tile59	0.000464	0.000464	0.003712	0.0038199999999999996
tile60	0.000464	0.000464	0.004176	0.0038199999999999996
tsv6	0.00464	0.0003	0.0	0.004284
tile61	0.000464	0.000464	0.0	0.0045839999999999995
tile62	0.000464	0.000464	0.000464	0.0045839999999999995
tile63	0.000464	0.000464	0.000928	0.0045839999999999995
tile64	0.000464	0.000464	0.001392	0.0045839999999999995
tile65	0.000464	0.000464	0.001856	0.0045839999999999995
tile66	0.000464	0.000464	0.00232	0.0045839999999999995
tile67	0.000464	0.000464	0.002784	0.0045839999999999995
tile68	0.000464	0.000464	0.003248	0.0045839999999999995
tile69	0.000464	0.000464	0.003712	0.0045839999999999995
tile70	0.000464	0.000464	0.004176	0.0045839999999999995
tsv7	0.00464	0.0003	0.0	0.0050479999999999995
tile71	0.000464	0.000464	0.0	0.0053479999999999995
tile72	0.000464	0.000464	0.000464	0.0053479999999999995
tile73	0.000464	0.000464	0.000928	0.0053479999999999995
tile74	0.000464	0.000464	0.001392	0.0053479999999999995
tile75	0.000464	0.000464	0.001856	0.0053479999999999995
tile76	0.000464	0.000464	0.00232	0.0053479999999999995
tile77	0.000464	0.000464	0.002784	0.0053479999999999995
tile78	0.000464	0.000464	0.003248	0.0053479999999999995
tile79	0.000464	0.000464	0.003712	0.0053479999999999995
tile80	0.000464	0.000464	0.004176	0.0053479999999999995
tsv8	0.00464	0.0003	0.0	0.0058119999999999995
tile81	0.000464	0.000464	0.0	0.006111999999999999
tile82	0.000464	0.000464	0.000464	0.006111999999999999
tile83	0.000464	0.000464	0.000928	0.006111999999999999
tile84	0.000464	0.000464	0.001392	0.006111999999999999
tile85	0.000464	0.000464	0.001856	0.006111999999999999
tile86	0.000464	0.000464	0.00232	0.006111999999999999
tile87	0.000464	0.000464	0.002784	0.006111999999999999
tile88	0.000464	0.000464	0.003248	0.006111999999999999
tile89	0.000464	0.000464	0.003712	0.006111999999999999
tile90	0.000464	0.000464	0.004176	0.006111999999999999
tsv9	0.00464	0.0003	0.0	0.006575999999999999
tile91	0.000464	0.000464	0.0	0.006875999999999999
tile92	0.000464	0.000464	0.000464	0.006875999999999999
tile93	0.000464	0.000464	0.000928	0.006875999999999999
tile94	0.000464	0.000464	0.001392	0.006875999999999999
tile95	0.000464	0.000464	0.001856	0.006875999999999999
tile96	0.000464	0.000464	0.00232	0.006875999999999999
tile97	0.000464	0.000464	0.002784	0.006875999999999999
tile98	0.000464	0.000464	0.003248	0.006875999999999999
tile99	0.000464	0.000464	0.003712	0.006875999999999999
tile100	0.000464	0.000464	0.004176	0.006875999999999999
tsv10	0.00464	0.0003	0.0	0.007339999999999999
tile101	0.000464	0.000464	0.0	0.007639999999999999
tile102	0.000464	0.000464	0.000464	0.007639999999999999
tile103	0.000464	0.000464	0.000928	0.007639999999999999
tile104	0.000464	0.000464	0.001392	0.007639999999999999
tile105	0.000464	0.000464	0.001856	0.007639999999999999
tile106	0.000464	0.000464	0.00232	0.007639999999999999
tile107	0.000464	0.000464	0.002784	0.007639999999999999
tile108	0.000464	0.000464	0.003248	0.007639999999999999
tile109	0.000464	0.000464	0.003712	0.007639999999999999
tile110	0.000464	0.000464	0.004176	0.007639999999999999
tsv11	0.00464	0.0003	0.0	0.008104
tile111	0.000464	0.000464	0.0	0.008403999999999998
tile112	0.000464	0.000464	0.000464	0.008403999999999998
tile113	0.000464	0.000464	0.000928	0.008403999999999998
tile114	0.000464	0.000464	0.001392	0.008403999999999998
tile115	0.000464	0.000464	0.001856	0.008403999999999998
tile116	0.000464	0.000464	0.00232	0.008403999999999998
tile117	0.000464	0.000464	0.002784	0.008403999999999998
tile118	0.000464	0.000464	0.003248	0.008403999999999998
tile119	0.000464	0.000464	0.003712	0.008403999999999998
tile120	0.000464	0.000464	0.004176	0.008403999999999998
tsv12	0.00464	0.0003	0.0	0.008867999999999997
