tile1	0.000464	0.000464	0.0	0.0
tile2	0.000464	0.000464	0.000464	0.0
tile3	0.000464	0.000464	0.000928	0.0
tile4	0.000464	0.000464	0.001392	0.0
tile5	0.000464	0.000464	0.001856	0.0
tile6	0.000464	0.000464	0.00232	0.0
tile7	0.000464	0.000464	0.002784	0.0
tile8	0.000464	0.000464	0.003248	0.0
tile9	0.000464	0.000464	0.003712	0.0
tile10	0.000464	0.000464	0.004176	0.0
tsv1	0.00464	0.0003	0.0	0.000464
tile11	0.000464	0.000464	0.0	0.0007639999999999999
tile12	0.000464	0.000464	0.000464	0.0007639999999999999
tile13	0.000464	0.000464	0.000928	0.0007639999999999999
tile14	0.000464	0.000464	0.001392	0.0007639999999999999
tile15	0.000464	0.000464	0.001856	0.0007639999999999999
tile16	0.000464	0.000464	0.00232	0.0007639999999999999
tile17	0.000464	0.000464	0.002784	0.0007639999999999999
tile18	0.000464	0.000464	0.003248	0.0007639999999999999
tile19	0.000464	0.000464	0.003712	0.0007639999999999999
tile20	0.000464	0.000464	0.004176	0.0007639999999999999
tsv2	0.00464	0.0003	0.0	0.001228
tile21	0.000464	0.000464	0.0	0.0015279999999999998
tile22	0.000464	0.000464	0.000464	0.0015279999999999998
tile23	0.000464	0.000464	0.000928	0.0015279999999999998
tile24	0.000464	0.000464	0.001392	0.0015279999999999998
tile25	0.000464	0.000464	0.001856	0.0015279999999999998
tile26	0.000464	0.000464	0.00232	0.0015279999999999998
tile27	0.000464	0.000464	0.002784	0.0015279999999999998
tile28	0.000464	0.000464	0.003248	0.0015279999999999998
tile29	0.000464	0.000464	0.003712	0.0015279999999999998
tile30	0.000464	0.000464	0.004176	0.0015279999999999998
tsv3	0.00464	0.0003	0.0	0.001992
tile31	0.000464	0.000464	0.0	0.0022919999999999998
tile32	0.000464	0.000464	0.000464	0.0022919999999999998
tile33	0.000464	0.000464	0.000928	0.0022919999999999998
tile34	0.000464	0.000464	0.001392	0.0022919999999999998
tile35	0.000464	0.000464	0.001856	0.0022919999999999998
tile36	0.000464	0.000464	0.00232	0.0022919999999999998
tile37	0.000464	0.000464	0.002784	0.0022919999999999998
tile38	0.000464	0.000464	0.003248	0.0022919999999999998
tile39	0.000464	0.000464	0.003712	0.0022919999999999998
tile40	0.000464	0.000464	0.004176	0.0022919999999999998
tsv4	0.00464	0.0003	0.0	0.0027559999999999998
tile41	0.000464	0.000464	0.0	0.0030559999999999997
tile42	0.000464	0.000464	0.000464	0.0030559999999999997
tile43	0.000464	0.000464	0.000928	0.0030559999999999997
tile44	0.000464	0.000464	0.001392	0.0030559999999999997
